,extended.base_filename,is_ransomware,is_encrypted,Baseline only: pred,Advanced only: pred,Fourier only: pred,Baseline and Fourier: pred,Advanced and Fourier: pred,Baseline and Advanced: pred,"Baseline, Advanced, and Fourier: pred"
38,base32.OXPS.pdf,0,0,0,0,0,0,0,0,0
39,0075-pptx-nomagic.pptx,0,1,1,0,1,1,1,0,1
40,base32.0081-bmp.bmp,0,0,0,1,0,0,0,1,0
41,0052-eps.eps,0,0,0,0,0,0,0,0,0
42,0013-txt.txt,0,1,1,1,1,1,1,1,1
43,base32.0012-doc-password.doc,0,1,1,0,1,1,1,0,1
44,base32.0045-zip-bzip2.zip,0,1,1,1,1,1,1,1,1
45,base32.0008-zip-highcompress.zip,0,0,0,0,0,0,0,0,0
46,base32.0049-png-c0.png,0,1,0,0,0,0,0,0,0
47,0046-7z-lzma2.7z,0,1,0,1,0,0,0,1,1
48,0056-pdf-password.pdf,0,1,1,1,1,1,1,1,1
49,0070-7z-lzma2.7z,0,1,1,1,1,1,1,1,1
50,base32.0021-webp-q50-c4.webp,0,1,1,1,0,1,1,1,0
51,0068-mp3.mp3,0,1,1,1,1,1,1,1,1
52,base32.0009-svg-from-web.svg,0,1,1,1,1,1,1,1,1
53,0096-zip-ppmd.zip,0,1,0,0,1,0,1,1,1
54,base32.0010-jpg-q100.jpg,0,0,1,0,1,0,0,0,0
55,0079-pdf-password.pdf,0,1,0,0,1,1,1,0,1
56,base32.0096-xlsx-nomagic.xlsx,0,1,1,1,1,1,1,1,1
57,base32.0073-pptx.pptx,0,1,1,1,1,1,1,1,1
58,base32.0086-mkv.mkv,0,0,0,0,0,0,0,0,0
59,0035-webp-q50-c4.webp,0,0,1,1,1,1,1,1,1
60,0051-zip-highcompress.zip,0,0,0,0,0,0,0,0,0
61,base32.0072-jpg-q001.jpg,0,1,1,1,1,1,1,1,1
62,base32.0067-ppt-password.ppt,0,0,0,1,0,0,0,0,0
63,base32.0024-ics.ics,0,0,0,0,0,0,0,0,0
64,base32.0020-bin.bin,0,0,0,0,0,0,0,0,0
65,base32.0063-bmp-from-web.bmp,0,1,1,1,1,1,1,1,1
66,0063-mkv.mkv,0,0,0,0,0,0,0,0,0
67,0006-ods.ods,0,0,0,0,0,0,0,0,0
68,0023-xls.xls,0,1,1,1,1,1,1,1,1
69,base32.0046-doc-password.doc,0,1,0,1,1,1,1,1,1
70,0032-jpg-q050.jpg,0,0,0,0,0,0,0,0,0
71,base32.0052-xlsx-password.xlsx,0,0,0,0,0,0,0,0,0
72,base32.0095-webp-q50-c0.webp,0,1,0,1,0,1,0,0,0
73,0046-zip-deflate.zip,0,0,0,0,0,0,0,0,0
74,base32.0010-webp-lossless-c4.webp,0,0,0,0,0,0,0,0,0
75,0039-tif-resized.tif,0,1,1,1,1,1,1,1,1
76,0087-png-c3.png,0,1,1,1,1,1,1,1,1
77,0034-xls-nomagic.xls,0,0,0,0,0,0,0,0,0
78,base32.0088-webp-lossless-c4.webp,0,1,0,0,1,1,0,0,1
79,base32.0055-doc-nomagic.doc,0,1,0,1,1,1,1,1,1
80,0096-svg-from-web.svg,0,1,1,1,1,1,1,1,1
81,0031-webp-lossless-c2.webp,0,1,1,1,1,1,1,1,1
82,0098-webp-lossless-c0.webp,0,1,0,1,0,1,0,1,1
83,base32.0080-webp-lossless-c6.webp,0,1,0,1,1,0,1,1,1
84,0071-zlib.zlib,0,1,1,1,1,1,1,1,1
85,0021-apk.apk,0,1,1,0,1,1,1,1,1
86,0044-png-c3.png,0,0,0,0,0,0,0,0,0
87,0058-7z-ppmd.7z,0,0,1,1,1,1,1,1,1
88,base32.0089-png-c9.png,0,1,0,0,1,1,0,0,0
89,0041-bmp.bmp,0,1,1,0,0,1,1,0,1
90,base32.0005-ics.ics,0,1,1,1,1,1,1,1,1
91,0012-pdf-password.pdf,0,1,1,1,1,1,1,1,1
92,0029-mkv.mkv,0,1,1,1,0,1,1,1,1
93,0063-webp-q50-c2.webp,0,1,1,1,1,1,1,1,1
94,base32.0087-zip-deflate.zip,0,1,1,1,1,1,1,1,1
95,0037-dll.dll,0,1,1,1,1,1,1,1,1
96,base32.0005-jpg-q025.jpg,0,1,1,1,1,1,1,1,1
97,base32.0082-webp-q50-c6.webp,0,1,1,1,0,1,1,1,1
98,0018-png-c0.png,0,1,1,1,0,1,1,1,1
99,0009-svg-from-web.svg,0,1,1,1,1,1,1,1,1
100,base32.0019-pptx.pptx,0,1,1,1,1,1,1,1,1
101,base32.0082-png-c5.png,0,0,0,0,0,0,0,0,0
102,base32.0086-ods.ods,0,0,1,1,0,1,0,1,1
103,0076-webp-q50-c6.webp,0,1,1,1,1,0,1,1,1
104,0023-zip-bzip2.zip,0,1,1,1,1,1,1,1,1
105,0053-7z-highcompress.7z,0,1,1,1,1,1,1,1,1
106,0052-oxps.oxps,0,1,1,1,1,1,1,1,1
107,base32.0035-mp3.mp3,0,0,0,0,0,0,0,0,0
108,0093-png-from-web.png,0,0,0,0,1,0,0,1,0
109,base32.0008-7z-highcompress.7z,0,0,1,1,1,1,1,1,1
110,0030-7z-highcompress.7z,0,0,1,1,1,1,1,1,1
111,base32.0031-mp4-from-web.mp4,0,0,0,0,0,0,0,0,0
112,0044-xlsx-nomagic.xlsx,0,1,1,0,1,1,1,1,1
113,0029-7z-ppmd.7z,0,1,1,1,1,1,1,1,1
114,base32.0088-png-from-web.png,0,0,0,0,0,0,0,0,0
115,0058-gif.gif,0,1,1,1,0,1,1,1,1
116,base32.0089-pptx-password.pptx,0,1,1,1,1,1,1,1,1
117,base32.0046-7z-bzip2.7z,0,1,1,1,1,1,1,1,1
118,base32.0036-so.so,0,1,1,1,1,1,1,1,1
119,base32.0010-mp4.mp4,0,0,0,0,0,0,0,0,0
120,base32.0052-svg-from-web.svg,0,0,0,0,0,0,0,0,0
121,base32.0094-zip-highcompress.zip,0,1,0,1,1,1,1,1,1
122,base32.0016-webp-q50-c4.webp,0,0,0,1,0,0,1,0,0
123,0004-tif-resized.tif,0,0,0,0,0,0,0,0,0
124,0040-ppt-nomagic.ppt,0,0,0,1,0,0,0,1,0
125,0048-exe.exe,0,1,1,1,1,1,1,1,1
126,base32.0064-so.so,0,1,1,1,1,1,1,1,1
127,0053-ods.ods,0,1,1,0,1,1,1,1,1
128,base32.0058-ppt.ppt,0,0,0,0,0,0,0,0,0
129,base32.0076-apk.apk,0,1,1,1,1,1,1,1,1
130,0084-eps.eps,0,1,1,1,1,1,1,1,1
131,base32.0010-bmp-from-web.bmp,0,0,0,0,0,0,0,0,0
132,0006-jpg.jpg,0,1,0,0,1,1,0,0,1
133,0077-jpg.jpg,0,1,0,0,1,1,1,0,1
134,0023-eps.eps,0,0,0,0,0,0,0,0,0
135,0097-7z-lzma.7z,0,0,1,1,1,1,1,1,1
136,base32.0087-gif-from-web.gif,0,1,1,1,1,1,1,1,1
137,base32.0084-svg.svg,0,1,1,1,1,1,1,1,1
138,0085-xls-nomagic.xls,0,0,0,0,0,0,0,0,0
139,base32.0084-jpg-q075.jpg,0,1,1,0,1,1,1,1,1
140,base32.0099-dll.dll,0,1,1,0,1,1,1,1,1
141,base32.0051-webp-from-web.webp,0,1,1,1,1,1,1,1,1
142,base32.0002-svg.svg,0,1,1,1,1,1,1,1,1
143,quality-01-percent.pdf,0,1,1,1,1,1,1,1,1
144,0070-webp-lossless-c6.webp,0,1,1,1,1,1,1,1,1
145,0042-tif-resized.tif,0,1,1,1,1,1,1,1,1
146,0025-mkv.mkv,0,1,1,1,1,1,1,1,1
147,0078-pptx-password.pptx,0,1,1,1,1,1,1,1,1
148,base32.0032-zip-bzip2.zip,0,1,1,1,1,1,1,1,1
149,0019-mp4.mp4,0,1,0,1,1,1,1,1,1
150,base32.0017-mp4-from-web.mp4,0,1,1,1,1,1,1,1,1
151,base32.0054-pptx-password.pptx,0,0,0,0,0,0,0,0,0
152,0030-jpg-q100.jpg,0,1,1,1,0,1,1,1,1
153,0014-xls-password.xls,0,0,0,0,0,0,0,0,0
154,base32.0097-webp-from-web.webp,0,1,1,1,1,1,1,1,1
155,base32.0048-ps1.ps1,0,1,1,1,1,1,1,1,1
156,0050-ods.ods,0,0,1,0,0,0,0,0,0
157,base32.0017-apk.apk,0,1,1,1,1,1,1,1,1
158,0005-zip-ppmd.zip,0,1,1,1,1,1,1,1,1
159,base32.0030-mp4.mp4,0,1,1,1,1,1,1,1,1
160,0067-webp-q50-c6.webp,0,0,1,0,1,1,0,0,0
161,base32.0061-pdf-nomagic.pdf,0,0,0,0,0,0,0,0,0
162,0023-jpg-q100.jpg,0,0,0,0,1,0,0,0,0
163,0081-pdf-nomagic.pdf,0,1,1,1,1,1,1,1,1
164,base32.0057-docx-password.docx,0,0,0,0,0,0,0,0,0
165,0008-rar.rar,0,0,0,0,0,0,0,0,0
166,base32.0030-js.js,0,1,1,1,1,1,1,1,1
167,base32.0057-zip-bzip2.zip,0,1,1,1,1,1,1,1,1
168,0044-ods.ods,0,1,1,1,1,1,1,1,1
169,0061-zip-encrypted.zip,0,1,1,1,1,1,1,1,1
170,0030-7z-encrypted.7z,0,1,1,1,1,1,0,1,0
171,base32.0061-dwg-from-web.dwg,0,1,1,1,1,1,1,1,1
172,base32.0035-webp-q50-c0.webp,0,1,1,1,1,1,1,1,1
173,base32.0036-ppt.ppt,0,1,1,1,1,1,1,1,1
174,0066-css.css,0,1,1,1,1,1,1,1,1
175,base32.0088-exe.exe,0,1,1,0,1,1,0,0,0
176,base32.0042-webp-q50-c2.webp,0,1,1,1,1,1,1,1,1
177,base32.0071-dwg.dwg,0,1,1,1,1,1,1,1,1
178,0028-xlsx-nomagic.xlsx,0,0,0,0,0,0,0,0,0
179,0016-pptx-password.pptx,0,1,1,1,1,1,1,1,1
180,0097-svg.svg,0,1,1,1,1,1,1,1,1
181,base32.0046-webp-lossless-c4.webp,0,1,1,1,1,1,1,1,1
182,0099-html.html,0,1,1,1,1,1,1,1,1
183,base32.0049-png-c7.png,0,1,0,0,0,0,0,0,0
184,0058-zlib.zlib,0,1,1,1,1,1,1,1,1
185,0036-png-c0.png,0,1,1,1,1,1,1,1,1
186,0068-xls-nomagic.xls,0,1,1,1,1,1,1,1,1
187,0065-docx.docx,0,1,1,1,1,1,1,1,1
188,base32.0085-7z-ppmd.7z,0,0,1,1,1,1,1,1,1
189,0022-pdf.pdf,0,0,0,0,0,0,0,0,0
190,0058-xls-password.xls,0,1,1,1,1,1,1,1,1
191,0094-png-c5.png,0,1,1,1,1,1,1,1,1
192,0052-xlsx-nomagic.xlsx,0,1,1,1,1,1,1,1,1
193,base32.0089-xlsx-nomagic.xlsx,0,1,1,0,1,1,1,0,1
194,base32.0011-pptx-password.pptx,0,1,1,1,1,1,1,1,1
195,base32.0052-jpg-q050.jpg,0,0,1,0,0,0,0,1,0
196,base32.0045-TIF.TIF,0,1,1,1,1,1,1,1,1
197,0073-dwg.dwg,0,0,0,0,1,0,0,0,0
198,base32.0007-webp-q50-c0.webp,0,1,1,1,1,1,1,1,1
199,0077-webp-from-web.webp,0,0,1,0,1,1,1,1,1
200,base32.0083-ppt-password.ppt,0,0,0,1,0,0,0,0,0
201,0017-webp-q50-c2.webp,0,1,1,1,1,1,1,1,1
202,base32.0098-7z-ppmd.7z,0,1,1,1,1,1,1,1,1
203,0003-webp-lossless-c4.webp,0,1,1,1,1,1,1,1,1
204,0078-zip-bzip2.zip,0,1,1,1,1,1,1,1,1
205,0040-epub.epub,0,0,0,0,0,0,0,0,0
206,base32.0082-tif-resized.tif,0,0,0,0,0,0,0,0,0
207,0064-zip-highcompress.zip,0,0,0,0,0,0,0,0,0
208,0066-png-c7.png,0,0,0,0,0,0,0,0,0
209,base32.0059-dll.dll,0,1,1,1,1,1,1,1,1
210,0079-css.css,0,1,1,1,1,1,1,1,1
211,base32.0079-doc-password.doc,0,0,0,0,0,0,0,0,0
212,base32.0013-ics.ics,0,0,0,0,0,0,0,0,0
213,0054-zip-deflate.zip,0,1,1,1,1,1,1,1,1
214,0023-tar.tar,0,1,1,1,1,1,1,1,1
215,base32.0035-jpg-q001.jpg,0,1,1,1,1,1,1,1,1
216,base32.0068-pptx-password.pptx,0,0,0,0,0,0,0,0,0
217,base32.0009-ods.ods,0,1,0,1,1,0,1,1,0
218,base32.0016-pptx-password.pptx,0,1,0,0,1,0,0,1,1
219,base32.0073-webp-q50-c6.webp,0,1,1,1,1,1,1,1,1
220,0053-ods.ods,0,0,0,0,0,0,0,0,0
221,base32.0026-zip-bzip2.zip,0,0,0,1,1,1,0,1,1
222,base32.0036-html.html,0,0,0,0,0,0,0,0,0
223,base32.0021-7z-highcompress.7z,0,0,1,1,1,1,1,0,0
224,0015-webp-q50-c0.webp,0,1,0,0,0,0,0,0,0
225,base32.0030-epub.epub,0,0,0,0,0,0,0,0,0
226,base32.0017-pdf-nomagic.pdf,0,1,1,1,1,1,1,1,1
227,0089-pdf.pdf,0,0,0,0,0,0,0,0,0
228,0047-css.css,0,1,1,1,1,1,1,1,1
229,base32.0078-zip-deflate.zip,0,1,0,1,1,1,1,1,1
230,base32.0065-pdf-password.pdf,0,0,0,0,0,0,0,0,0
231,base32.0029-xls-password.xls,0,1,1,1,1,1,1,1,1
232,base32.0076-oxps.oxps,0,0,0,0,0,0,0,0,0
233,0044-png-c7.png,0,1,1,1,1,1,1,1,1
234,base32.0043-gif.gif,0,1,1,1,1,1,1,1,1
235,base32.0014-pdf-password.pdf,0,1,1,1,1,1,1,1,1
236,base32.0077-txt.txt,0,1,1,1,1,1,1,1,1
237,0024-txt.txt,0,1,1,1,1,1,1,1,1
238,base32.0094-svg-from-web.svg,0,1,1,0,1,1,1,0,1
239,base32.0090-txt.txt,0,0,0,0,0,0,0,0,0
240,0026-oxps.oxps,0,1,1,1,1,1,1,1,1
241,0067-bmp-from-web.bmp,0,1,1,1,1,1,1,1,1
242,base32.0062-jpg-q050.jpg,0,0,0,0,0,0,0,0,0
243,base32.0087-xls-nomagic.xls,0,0,0,0,0,0,0,0,0
244,0007-oxps.oxps,0,1,1,1,1,1,1,1,1
245,base32.0014-xls-nomagic.xls,0,1,1,1,1,1,1,1,1
246,base32.0016-zip-encrypted.zip,0,1,1,1,1,1,1,1,1
247,base32.0095-ods.ods,0,1,1,1,1,1,1,1,1
248,base32.0030-ppt-nomagic.ppt,0,0,0,1,1,0,0,1,0
249,0022-zlib.zlib,0,1,1,1,1,1,1,1,1
250,base32.0017-apk.apk,0,1,1,1,1,1,1,1,1
251,0066-7z-highcompress.7z,0,0,0,0,0,0,0,0,0
252,0038-xlsx-nomagic.xlsx,0,1,1,1,1,1,1,1,1
253,base32.0098-pptx-nomagic.pptx,0,1,1,1,1,1,1,1,1
254,base32.0093-mkv.mkv,0,1,0,0,0,0,1,0,0
255,0037-zip-encrypted.zip,0,1,1,0,1,1,0,1,0
256,0069-webp-q50-c0.webp,0,0,1,1,1,1,1,1,1
257,0061-pdf-password.pdf,0,0,0,0,0,0,0,0,0
258,base32.0092-doc.doc,0,1,0,0,1,1,1,0,1
259,base32.0100-txt.txt,0,1,1,1,1,1,1,1,1
260,base32.0035-zip-bzip2.zip,0,1,1,1,1,1,1,1,1
261,base32.0037-pptx.pptx,0,1,1,0,1,1,1,0,0
262,base32.0056-bin.bin,0,1,1,1,1,1,1,1,1
263,base32.0056-xls-nomagic.xls,0,1,1,1,1,1,1,1,1
264,0067-pdf.pdf,0,0,0,0,0,0,0,0,0
265,0062-tif-resized.tif,0,1,1,1,1,1,1,1,1
266,base32.0076-svg.svg,0,1,1,1,1,1,1,1,1
267,base32.0059-jpg.jpg,0,1,1,1,1,1,1,1,1
268,base32.0050-bmp.bmp,0,1,1,0,1,0,1,0,1
269,base32.0017-xls-password.xls,0,0,0,1,0,0,0,0,0
270,base32.0030-png-c5.png,0,1,0,1,1,0,0,1,1
271,base32.0013-jpg-q001.jpg,0,0,0,0,0,0,0,0,0
272,base32.0064-svg-from-web.svg,0,0,0,0,0,0,0,0,0
273,base32.0049-pptx-password.pptx,0,0,0,0,0,0,0,0,0
274,0094-png-c3.png,0,1,1,1,1,1,1,1,1
275,0024-xlsx-nomagic.xlsx,0,0,0,0,0,0,0,0,0
276,0007-exe.exe,0,1,1,1,1,1,1,1,1
277,base32.0097-pdf-password.pdf,0,1,0,0,0,0,0,0,0
278,0054-pptx-nomagic.pptx,0,1,1,1,1,1,1,1,1
279,base32.0032-html.html,0,1,1,1,1,1,1,1,1
280,base32.0036-xls-nomagic.xls,0,1,1,1,1,1,1,1,1
281,0062-png-from-web.png,0,1,1,1,1,1,1,1,1
282,0080-zlib.zlib,0,1,1,1,1,1,1,1,1
283,0037-dwg.dwg,0,1,1,1,1,1,1,1,1
284,base32.0007-ppt-nomagic.ppt,0,1,1,0,1,1,0,0,0
285,base32.0096-7z-lzma.7z,0,0,1,1,1,1,1,1,1
286,0067-jpg.jpg,0,0,0,0,0,0,0,0,0
287,0005-gz.gz,0,1,1,1,1,1,1,1,1
288,base32.0066-mp3.mp3,0,0,0,0,0,0,0,0,0
289,0037-mp4.mp4,0,1,1,1,1,1,1,1,1
290,0092-pdf-nomagic.pdf,0,1,1,1,1,1,1,1,1
291,base32.0073-pptx-nomagic.pptx,0,0,0,0,0,0,0,0,0
292,base32.0065-webp-q50-c0.webp,0,1,1,1,1,1,1,0,0
293,base32.0009-jpg-q001.jpg,0,1,1,1,1,1,1,1,1
294,base32.0074-bin.bin,0,1,1,1,1,1,1,1,1
295,0041-exe.exe,0,1,1,1,1,1,1,1,1
296,0025-so.so,0,1,1,1,1,1,1,1,1
297,0075-ppt.ppt,0,1,1,1,1,1,1,1,1
298,0050-7z-bzip2.7z,0,1,1,1,1,1,1,1,1
299,0083-jpg.jpg,0,0,0,1,0,0,0,0,0
300,base32.0074-webp-q50-c6.webp,0,1,1,1,1,1,1,1,1
301,base32.0098-zip-lzma.zip,0,0,1,1,1,1,1,1,1
302,0079-7z-lzma2.7z,0,0,0,1,1,1,1,1,1
303,0025-mp4-from-web.mp4,0,1,1,1,1,1,1,1,1
304,base32.0092-pdf-nomagic.pdf,0,1,0,1,1,1,1,1,1
305,base32.0053-pdf.pdf,0,1,0,1,0,1,1,0,1
306,base32.0075-xml.xml,0,1,1,1,1,1,1,1,1
307,0062-dwg.dwg,0,1,1,1,1,1,1,1,1
308,0017-jpg-q100.jpg,0,1,1,1,1,1,1,1,1
309,0060-zlib.zlib,0,1,1,0,1,1,1,1,1
310,base32.BZIP2.pdf,0,1,1,1,1,1,1,1,1
311,0015-7z-bzip2.7z,0,0,1,0,1,0,0,0,0
312,0025-png-c0.png,0,1,1,1,1,1,1,1,1
313,base32.0049-xlsx-password.xlsx,0,1,1,1,1,1,1,1,1
314,base32.0067-jpg.jpg,0,1,1,1,1,1,1,1,1
315,0025-ods.ods,0,1,1,0,0,1,1,1,1
316,0093-7z-bzip2.7z,0,1,1,0,1,1,1,1,1
317,0028-css.css,0,1,1,1,1,1,1,1,1
318,0071-dwg-from-web.dwg,0,1,0,0,1,1,1,0,1
319,base32.0050-mp4-from-web.mp4,0,0,0,0,0,0,0,0,0
320,base32.0044-xls.xls,0,1,1,1,1,1,1,1,1
321,base32.0074-xls-password.xls,0,0,0,0,0,0,0,0,0
322,0048-oxps.oxps,0,1,1,1,1,1,1,1,1
323,0013-gz.gz,0,0,0,0,0,0,0,0,0
324,0096-zip-lzma.zip,0,1,1,1,1,1,1,1,1
325,base32.0052-docx-nomagic.docx,0,1,1,1,1,1,1,1,1
326,0090-pdf-nomagic.pdf,0,0,0,0,0,0,0,0,0
327,0058-zip-encrypted.zip,0,0,1,1,1,1,1,1,1
328,0040-ppt.ppt,0,0,0,1,0,0,0,1,0
329,base32.0043-html.html,0,0,0,0,0,0,0,0,0
330,base32.0080-tif-resized.tif,0,1,1,1,1,1,1,1,1
331,base32.0025-xlsx.xlsx,0,1,1,1,1,1,1,0,1
332,0023-jpg.jpg,0,1,1,1,1,1,1,1,1
333,base32.0057-ppt-nomagic.ppt,0,1,0,1,0,1,1,0,1
334,base32.0086-html.html,0,0,0,0,0,0,0,0,0
335,base32.0018-csv.csv,0,1,1,1,1,1,1,1,1
336,0098-pdf.pdf,0,0,0,0,0,0,0,0,0
337,0082-apk.apk,0,1,1,1,1,1,1,1,1
338,0060-doc-password.doc,0,1,1,1,1,1,1,1,1
339,base32.0011-gz.gz,0,1,1,1,1,1,1,1,1
340,0054-svg.svg,0,0,0,0,0,0,0,0,0
341,base32.0022-mp3.mp3,0,1,1,1,1,1,1,1,1
342,0010-7z-highcompress.7z,0,1,1,1,1,1,0,1,1
343,base32.0083-bin.bin,0,0,0,0,0,0,0,0,0
344,base32.0031-webp-lossless-c2.webp,0,1,1,1,1,1,1,1,1
345,0019-dwg-from-web.dwg,0,1,1,0,1,1,1,0,1
346,0011-7z-encrypted.7z,0,1,1,1,1,1,1,1,1
347,0040-7z-highcompress.7z,0,0,0,0,0,0,0,1,0
348,0099-jpg-q100.jpg,0,0,0,0,0,0,0,0,0
349,0095-png-c9.png,0,1,1,1,1,1,1,1,1
350,0074-bmp.bmp,0,1,1,0,1,1,1,1,1
351,0039-mp4-from-web.mp4,0,0,0,0,0,0,0,0,0
352,base32.0008-eps-from-web.eps,0,0,0,0,0,0,1,0,0
353,base32.0016-pptx.pptx,0,1,1,0,0,1,1,0,1
354,base32.0082-ppt.ppt,0,0,0,0,0,0,0,0,0
355,0018-zip-highcompress.zip,0,1,1,1,1,1,1,1,1
356,0087-gz.gz,0,1,1,1,1,1,1,1,1
357,base32.0095-webp-lossless-c0.webp,0,1,0,1,1,1,1,1,1
358,0071-TIF.TIF,0,1,1,1,1,1,1,1,1
359,0095-eps-from-web.eps,0,0,0,0,0,0,0,0,0
360,base32.0047-mp3.mp3,0,1,0,0,0,1,1,1,1
361,0094-ods.ods,0,0,0,0,0,0,0,0,0
362,base32.0052-zip-bzip2.zip,0,0,0,1,1,1,1,1,1
363,base32.0006-zlib.zlib,0,0,0,0,1,0,0,0,0
364,0056-xlsx.xlsx,0,1,1,1,1,1,1,1,1
365,base32.quality-01-percent.pdf,0,1,1,1,1,1,1,1,1
366,0035-jpg-q025.jpg,0,0,0,0,0,0,0,0,0
367,base32.0004-ods.ods,0,1,1,0,1,0,0,0,1
368,base32.0042-png-from-web.png,0,1,1,1,1,1,1,1,1
369,base32.0071-txt.txt,0,0,0,0,0,0,0,0,0
370,0006-xml.xml,0,1,1,1,1,1,1,1,1
371,base32.0036-doc-nomagic.doc,0,0,0,0,0,0,0,0,0
372,base32.0065-xls.xls,0,1,1,1,1,1,1,1,1
373,base32.0078-docx-password.docx,0,1,1,1,1,1,1,1,1
374,base32.0030-gif.gif,0,0,0,0,0,0,0,0,0
375,base32.0028-html.html,0,0,0,0,0,0,0,0,0
376,base32.0067-ods.ods,0,1,0,0,1,0,0,0,0
377,base32.0086-ppt-password.ppt,0,0,0,0,0,0,0,0,0
378,base32.0069-jpg-q025.jpg,0,1,1,1,1,1,1,1,1
379,base32.0030-so.so,0,1,1,1,1,1,1,1,1
380,0033-txt.txt,0,0,0,0,0,0,0,0,0
381,base32.0050-docx.docx,0,1,1,1,1,1,0,1,1
382,0098-gif.gif,0,1,1,1,1,1,1,1,1
383,base32.0044-txt.txt,0,1,1,1,1,1,1,1,1
384,base32.0048-png-c7.png,0,1,1,1,1,1,1,1,1
385,0085-css.css,0,0,0,0,0,0,0,0,0
386,0065-dll.dll,0,1,1,0,0,1,0,0,1
387,base32.0016-xml.xml,0,1,1,1,1,1,1,1,1
388,0039-png-c0.png,0,1,1,0,0,1,0,0,0
389,base32.0013-webp-q50-c4.webp,0,1,1,1,1,1,1,1,1
390,base32.0017-webp-lossless-c2.webp,0,1,1,1,1,1,1,1,1
391,base32.0029-pdf-password.pdf,0,1,1,1,1,1,1,1,1
392,0032-mp3.mp3,0,0,0,0,0,0,0,0,0
393,base32.0053-doc-nomagic.doc,0,1,1,1,1,1,1,1,1
394,base32.0084-dll.dll,0,1,1,1,1,1,1,1,1
395,0037-dll.dll,0,0,1,0,1,1,1,1,1
396,0066-7z-ppmd.7z,0,1,1,1,1,1,1,1,1
397,0097-gif-from-web.gif,0,0,0,0,0,0,0,0,0
398,0081-zlib.zlib,0,0,0,0,0,0,0,0,0
399,base32.0027-tif-resized.tif,0,1,1,1,1,1,1,1,1
400,0085-webp-lossless-c4.webp,0,1,1,0,0,0,0,0,0
401,base32.0091-js.js,0,1,0,1,1,1,1,1,1
402,0074-ppt.ppt,0,1,1,1,1,1,1,1,1
403,0088-gif.gif,0,1,1,1,1,1,1,1,1
404,base32.0056-zip-bzip2.zip,0,1,1,1,1,0,0,1,0
405,base32.0092-dll.dll,0,0,1,0,1,1,0,0,0
406,base32.0085-webp-lossless-c2.webp,0,1,1,1,1,1,1,1,1
407,base32.0096-docx.docx,0,0,0,0,0,0,0,0,0
408,base32.0028-eps-from-web.eps,0,1,1,1,1,1,1,1,1
409,0027-rar.rar,0,1,1,1,1,1,1,0,1
