,extended.base_filename,is_ransomware,is_encrypted,Baseline only: pred,Advanced only: pred,Fourier only: pred,Baseline and Fourier: pred,Advanced and Fourier: pred,Baseline and Advanced: pred,"Baseline, Advanced, and Fourier: pred"
71,0053-gif-from-web.gif,0,1,1,0,1,1,0,0,0
72,0037-bin.bin,0,0,0,0,0,0,0,0,0
73,base32.0088-webp-lossless-c2.webp,0,1,1,1,1,1,1,1,1
74,base32.0047-webp-lossless-c0.webp,0,0,1,1,1,1,1,1,1
75,base32.0052-jpg.jpg,0,1,1,1,1,1,1,1,1
76,base32.0010-pdf-nomagic.pdf,0,1,1,1,0,1,1,1,1
77,base32.0047-png-c3.png,0,0,0,1,1,1,1,1,1
78,base32.0046-zlib.zlib,0,0,0,1,1,1,1,1,1
79,base32.0027-xls-password.xls,0,1,0,0,0,0,0,0,0
80,base32.0027-webp-q50-c4.webp,0,1,1,1,1,1,1,1,1
81,base32.0040-png-c5.png,0,1,0,1,1,1,1,1,1
82,base32.0031-7z-ppmd.7z,0,1,1,1,1,1,1,1,1
83,base32.0034-png-c5.png,0,0,0,1,1,1,1,0,1
84,0100-xls-password.xls,0,0,0,0,0,0,0,0,0
85,base32.0081-so.so,0,1,0,0,0,0,0,0,0
86,0073-eps.eps,0,1,0,1,1,1,1,1,1
87,base32.0065-7z-encrypted.7z,0,0,1,1,1,1,1,1,1
88,0008-webp-from-web.webp,0,1,1,1,1,1,1,1,1
89,base32.0090-html.html,0,1,1,1,0,1,1,1,1
90,base32.0021-pptx-password.pptx,0,1,0,1,1,1,1,1,1
91,0092-xls-nomagic.xls,0,1,1,1,1,1,1,1,1
92,base32.0060-zip-lzma.zip,0,1,1,1,1,1,1,1,1
93,0062-bmp.bmp,0,0,0,1,0,1,1,1,1
94,base32.0068-png-c7.png,0,1,0,1,1,1,1,1,1
95,0019-apk.apk,0,1,1,0,1,1,0,0,0
96,0079-dwg.dwg,0,1,1,1,1,1,1,1,1
97,0053-tif-resized.tif,0,0,1,0,1,1,0,0,0
98,0048-xlsx.xlsx,0,1,0,0,1,1,1,0,1
99,base32.0024-tar.tar,0,0,0,0,1,1,0,0,0
100,base32.0071-7z-lzma2.7z,0,0,0,1,1,1,1,1,1
101,base32.0017-zip-ppmd.zip,0,0,1,1,1,1,1,1,1
102,base32.0014-ppt-nomagic.ppt,0,1,1,1,1,1,1,1,1
103,base32.0077-gz.gz,0,0,1,1,1,1,1,1,1
104,base32.0067-7z-highcompress.7z,0,1,1,1,1,1,1,1,1
105,base32.0095-webp-lossless-c4.webp,0,1,1,1,1,1,1,1,1
106,0033-xml.xml,0,1,1,0,1,1,1,1,1
107,base32.0069-xls.xls,0,1,1,1,1,1,1,1,1
108,base32.0075-jpg-q001.jpg,0,1,0,0,0,0,0,0,0
109,base32.0037-mp4.mp4,0,1,0,0,1,1,0,0,0
110,0081-js.js,0,1,1,0,1,1,1,1,1
111,0072-docx.docx,0,0,0,0,0,0,0,0,0
112,base32.0072-webp-q50-c4.webp,0,1,1,1,1,1,1,1,1
113,base32.0086-mp4-from-web.mp4,0,1,0,1,1,1,1,1,1
114,base32.0075-pptx-nomagic.pptx,0,1,0,0,0,0,0,0,0
115,base32.0012-webp-lossless-c2.webp,0,0,0,1,1,1,1,1,1
116,base32.0087-xlsx-password.xlsx,0,1,0,0,0,0,0,0,0
117,0053-xlsx.xlsx,0,1,1,0,1,1,0,0,0
118,0008-eps.eps,0,1,0,1,1,1,1,1,1
119,base32.0052-exe.exe,0,1,0,0,0,0,0,0,0
120,base32.0065-eps.eps,0,0,1,0,0,0,0,0,0
121,base32.0094-webp-lossless-c2.webp,0,1,1,1,1,1,1,1,1
122,base32.0025-ps1.ps1,0,1,1,1,1,1,1,1,1
123,0061-doc-nomagic.doc,0,0,0,0,0,0,0,0,0
124,0034-svg-from-web.svg,0,1,1,1,1,1,1,1,1
125,base32.0046-tar.tar,0,0,0,0,0,0,0,0,0
126,0045-pdf-nomagic.pdf,0,1,1,0,1,1,1,0,1
127,0025-eps-from-web.eps,0,0,0,0,0,0,0,0,0
128,0010-xls-nomagic.xls,0,0,0,0,1,1,0,0,0
129,0098-jpg-q100.jpg,0,1,1,1,1,1,1,1,1
130,base32.0060-ppt-nomagic.ppt,0,1,0,0,0,0,0,0,0
131,0050-xls.xls,0,1,1,1,1,1,1,1,1
132,0050-dwg.dwg,0,1,1,1,1,1,1,1,1
133,base32.0073-bin.bin,0,1,1,1,1,1,1,1,1
134,base32.0054-ods.ods,0,0,0,0,0,1,0,0,0
135,base32.0084-dwg-from-web.dwg,0,1,1,1,1,1,1,1,1
136,base32.0087-tif-resized.tif,0,1,1,1,1,1,1,1,1
137,0056-png-from-web.png,0,1,1,1,1,1,1,1,1
138,base32.0008-apk.apk,0,0,0,0,1,1,0,0,0
139,base32.0017-webp-lossless-c0.webp,0,1,1,1,1,1,1,1,1
140,base32.0009-jpg-q025.jpg,0,1,1,1,1,1,1,1,1
141,0069-txt.txt,0,1,1,0,1,1,1,0,1
142,base32.0028-TIF.TIF,0,1,0,0,1,1,0,0,0
143,0059-png-c9.png,0,1,1,1,1,1,1,1,1
144,0018-svg-from-web.svg,0,0,0,0,0,0,0,0,0
145,base32.0003-zlib.zlib,0,1,0,1,1,1,1,1,1
146,base32.0080-png-c7.png,0,1,0,1,1,1,1,1,1
147,base32.0089-7z-encrypted.7z,0,1,1,1,1,1,1,1,1
148,0057-png-c9.png,0,0,1,1,0,0,0,0,0
149,0001-so.so,0,1,0,0,1,1,1,0,1
150,base32.0090-gz.gz,0,1,1,1,1,1,1,1,1
151,base32.0028-dll.dll,0,0,0,0,0,0,0,0,0
152,0099-ppt-password.ppt,0,1,1,1,1,1,1,1,1
153,0038-ods.ods,0,1,1,0,1,1,0,0,0
154,0045-pptx.pptx,0,1,1,1,1,1,1,1,1
155,0070-7z-bzip2.7z,0,1,1,1,1,1,1,1,1
156,0089-png-c0.png,0,0,1,0,0,0,0,0,0
157,base32.0049-7z-ppmd.7z,0,0,1,1,1,1,1,1,1
158,base32.0091-doc.doc,0,1,1,1,1,1,1,1,1
159,base32.0092-webp-q50-c6.webp,0,1,1,1,1,1,1,1,1
160,0045-7z-encrypted.7z,0,1,1,1,1,1,1,1,1
161,0022-eps-from-web.eps,0,0,0,0,0,0,0,0,0
162,base32.0034-jpg.jpg,0,1,0,0,1,1,0,0,0
163,base32.0083-oxps.oxps,0,0,1,1,1,1,1,1,1
164,base32.0028-html.html,0,0,0,0,0,0,0,0,0
165,base32.0059-doc-nomagic.doc,0,1,0,0,0,0,0,0,0
166,0065-so.so,0,1,1,1,1,1,1,1,1
167,base32.0058-apk.apk,0,1,1,1,1,1,1,1,1
168,base32.0044-ods.ods,0,1,1,1,0,1,1,1,1
169,0017-7z-bzip2.7z,0,1,1,1,1,1,1,1,1
170,0028-7z-lzma.7z,0,0,1,1,1,1,1,1,1
171,base32.0030-ppt-password.ppt,0,1,1,1,1,1,1,1,1
172,base32.0069-xml.xml,0,1,0,1,0,0,0,1,0
173,base32.0047-7z-encrypted.7z,0,0,1,1,1,1,1,1,1
174,base32.0050-docx-password.docx,0,1,1,1,1,1,1,1,1
175,0070-rar.rar,0,0,1,0,0,0,0,0,0
176,base32.0064-png-from-web.png,0,1,1,1,1,1,1,1,1
177,0043-xls-nomagic.xls,0,1,0,0,1,1,1,0,1
178,0072-zip-deflate.zip,0,0,1,0,0,0,0,1,0
179,base32.0065-zip-deflate.zip,0,0,1,1,1,1,1,1,1
180,base32.0035-mkv.mkv,0,1,0,1,1,1,1,1,1
181,base32.0099-png-c9.png,0,1,0,1,1,1,1,1,1
182,base32.0033-bin.bin,0,0,0,0,0,0,0,0,0
183,0020-webp-lossless-c6.webp,0,0,1,0,0,0,0,0,0
184,0044-png-c9.png,0,0,0,0,0,0,0,0,0
185,COMPRESSION-2.pdf,0,1,1,1,1,1,1,1,1
186,0042-png-c9.png,0,0,1,0,0,0,0,0,0
187,base32.0083-jpg-q075.jpg,0,1,1,1,1,1,1,1,1
188,base32.0013-webp-q50-c2.webp,0,1,1,1,1,1,1,1,1
189,0012-webp-lossless-c0.webp,0,1,1,1,0,0,0,1,0
190,base32.0018-dll.dll,0,0,1,0,0,0,0,0,0
191,0090-txt.txt,0,1,1,1,1,1,1,1,1
192,base32.0024-svg-from-web.svg,0,1,0,0,0,0,0,0,0
193,base32.0064-rar.rar,0,0,0,1,1,1,1,1,1
194,0099-css.css,0,0,0,0,0,0,0,0,0
195,0093-webp-q50-c6.webp,0,1,1,1,1,1,1,1,1
196,0056-gif.gif,0,1,1,1,1,1,1,1,1
197,0045-bmp.bmp,0,0,0,0,0,0,0,0,0
198,0034-webp-q50-c2.webp,0,1,1,1,1,1,1,1,1
199,0076-bmp-from-web.bmp,0,0,0,0,0,0,0,0,0
200,base32.0056-png-from-web.png,0,1,1,1,1,1,1,1,1
201,base32.0038-oxps.oxps,0,1,1,1,1,1,1,1,1
202,0044-pptx.pptx,0,0,1,0,0,0,0,0,0
203,0069-mp4-from-web.mp4,0,1,1,1,1,1,1,1,1
204,base32.0031-exe.exe,0,1,1,1,1,1,1,1,1
205,base32.0022-rar.rar,0,1,1,1,1,1,1,1,1
206,base32.0084-rar.rar,0,1,0,1,1,1,1,1,1
207,base32.0040-txt.txt,0,1,0,1,0,0,0,1,0
208,base32.0095-gif.gif,0,0,0,0,1,1,0,0,0
209,base32.0059-7z-lzma2.7z,0,1,1,1,1,1,1,1,1
210,0040-webp-lossless-c0.webp,0,1,1,1,0,0,0,1,0
211,0017-jpg-q100.jpg,0,1,1,0,0,0,0,0,0
212,base32.0058-jpg-q025.jpg,0,1,1,0,1,1,1,0,1
213,0100-zip-ppmd.zip,0,1,1,1,1,1,1,1,1
214,0009-jpg-q075.jpg,0,1,1,1,1,1,1,1,1
215,base32.0054-mp4-from-web.mp4,0,0,0,0,1,1,0,0,0
216,0030-xlsx.xlsx,0,0,0,0,0,0,0,0,0
217,0007-bin.bin,0,1,1,1,1,1,1,1,1
218,0029-zlib.zlib,0,0,1,1,0,0,0,1,0
219,base32.0006-mkv.mkv,0,0,0,0,1,1,0,0,0
220,base32.0073-epub.epub,0,0,0,0,0,0,0,0,0
221,base32.0077-xml.xml,0,1,0,1,0,0,0,1,0
222,base32.0083-zlib.zlib,0,1,1,1,1,1,1,1,1
223,0024-jpg-q050.jpg,0,1,1,0,1,1,1,0,1
224,base32.0084-jpg.jpg,0,1,1,1,0,1,1,1,1
225,base32.0036-xlsx.xlsx,0,0,0,0,0,0,0,0,0
226,0060-docx.docx,0,1,1,1,1,1,1,1,1
227,base32.0032-apk.apk,0,1,1,1,1,1,1,1,1
228,base32.0019-epub.epub,0,1,1,1,1,1,1,1,1
229,base32.0075-oxps.oxps,0,1,1,1,1,1,1,1,1
230,0080-zip-ppmd.zip,0,1,1,1,1,1,1,1,1
231,0067-zip-bzip2.zip,0,1,1,1,1,1,1,1,1
232,0071-png-c5.png,0,1,1,1,1,1,1,1,1
233,base32.0037-csv.csv,0,0,1,0,0,0,0,0,0
234,base32.0009-xls-nomagic.xls,0,1,1,1,1,1,1,1,1
235,base32.0040-xlsx.xlsx,0,1,0,0,0,0,0,0,0
236,base32.0016-epub.epub,0,0,0,0,1,1,1,0,1
237,base32.0088-TIF.TIF,0,1,0,0,1,1,0,0,0
238,0073-gif-from-web.gif,0,1,1,1,1,1,1,1,1
239,base32.0033-doc-nomagic.doc,0,1,0,0,0,0,0,0,0
240,0083-webp-q50-c0.webp,0,1,1,1,1,1,1,1,1
241,base32.0052-xls.xls,0,1,1,1,1,1,1,1,1
242,base32.0079-pdf-password.pdf,0,1,1,1,1,1,1,1,1
243,base32.0003-ppt-password.ppt,0,1,1,1,1,1,1,1,1
244,0079-webp-q50-c6.webp,0,0,1,1,1,1,1,1,1
245,0042-so.so,0,1,0,0,1,1,1,0,1
246,base32.0063-docx.docx,0,0,0,0,1,1,0,0,0
247,base32.0008-dwg-from-web.dwg,0,0,1,0,0,0,0,1,0
248,base32.0096-zip-deflate.zip,0,0,0,1,1,1,1,1,1
249,0055-gz.gz,0,1,1,1,1,1,1,1,1
250,0020-bin.bin,0,1,0,0,1,1,1,0,1
251,0051-png-c0.png,0,1,1,1,1,1,1,1,1
252,0058-epub.epub,0,1,1,0,1,1,0,0,0
253,0042-png-c5.png,0,1,1,1,0,0,0,0,0
254,base32.0070-webp-lossless-c2.webp,0,0,1,1,1,1,1,1,1
255,0015-rar.rar,0,1,1,1,1,1,1,1,1
256,base32.0003-7z-highcompress.7z,0,0,0,1,1,1,1,1,1
257,0049-zlib.zlib,0,1,1,1,1,1,1,1,1
258,base32.0045-pptx-password.pptx,0,0,0,1,1,1,1,0,1
259,0003-xls.xls,0,1,0,1,1,1,1,1,1
260,base32.0014-png-from-web.png,0,0,1,0,0,0,0,0,0
261,0001-pptx.pptx,0,1,1,1,1,1,1,1,1
262,base32.0020-oxps.oxps,0,1,1,0,1,1,1,0,1
263,0051-png-from-web.png,0,1,1,0,1,1,0,0,0
264,0077-dwg.dwg,0,1,1,1,1,1,1,1,1
265,base32.0003-mp3.mp3,0,1,0,1,1,1,1,1,1
266,base32.0082-docx.docx,0,1,1,1,1,1,1,1,1
267,base32.0099-zip-encrypted.zip,0,0,1,1,1,1,1,1,1
268,base32.0019-gz.gz,0,1,1,1,1,1,1,1,1
269,base32.0093-mp4.mp4,0,1,0,0,1,1,0,0,0
270,0099-png-c9.png,0,1,1,1,1,1,1,1,1
271,0100-docx.docx,0,1,1,1,1,1,1,1,1
272,0058-jpg-q050.jpg,0,1,1,0,1,1,1,0,1
273,0029-ps1.ps1,0,1,1,1,1,1,1,1,1
274,0019-ppt-password.ppt,0,1,1,1,1,1,1,1,1
275,0062-eps-from-web.eps,0,1,0,1,1,1,1,1,1
276,base32.0007-dwg-from-web.dwg,0,0,1,0,0,0,0,0,0
277,base32.0033-zip-encrypted.zip,0,1,1,1,1,1,1,1,1
278,0087-jpg-q100.jpg,0,0,1,0,0,0,0,0,0
279,base32.0054-doc-nomagic.doc,0,1,1,1,1,1,1,1,1
280,base32.0068-7z-highcompress.7z,0,1,1,1,1,1,1,1,1
281,base32.0039-pptx.pptx,0,1,1,1,1,1,1,1,1
282,base32.0070-jpg-q100.jpg,0,0,1,0,1,1,1,1,1
283,base32.0066-7z-encrypted.7z,0,0,1,1,1,1,1,1,1
284,base32.0029-webp-lossless-c0.webp,0,0,0,0,1,1,0,0,0
285,base32.0024-pdf-nomagic.pdf,0,1,1,1,1,1,1,1,1
286,base32.0024-xlsx-password.xlsx,0,1,1,1,0,1,1,1,1
287,base32.0038-pptx-nomagic.pptx,0,1,0,1,1,1,1,1,1
288,0008-png-c7.png,0,1,1,1,0,0,0,1,0
289,base32.0009-ics.ics,0,1,0,1,0,0,0,1,0
290,base32.0009-7z-highcompress.7z,0,1,1,1,1,1,1,1,1
291,base32.0017-mkv.mkv,0,1,0,0,1,1,0,0,0
292,0066-webp-lossless-c6.webp,0,0,1,0,0,0,0,0,0
293,base32.0029-zip-lzma.zip,0,1,1,1,1,1,1,1,1
294,0084-svg-from-web.svg,0,1,1,1,1,1,1,1,1
295,0089-ppt-nomagic.ppt,0,0,0,0,0,0,0,0,0
296,0026-png-c5.png,0,1,1,1,1,1,1,1,1
297,0020-js.js,0,1,0,1,1,1,1,1,1
298,base32.0003-epub.epub,0,1,1,1,1,1,1,1,1
299,0056-7z-ppmd.7z,0,1,1,1,1,1,1,1,1
300,base32.0045-png-c0.png,0,1,0,1,1,1,1,1,1
301,base32.0081-zip-ppmd.zip,0,0,1,1,1,1,1,1,1
302,0028-jpg-q001.jpg,0,1,1,1,1,1,1,1,1
303,0005-pdf.pdf,0,0,0,1,0,0,0,1,0
304,0018-7z-bzip2.7z,0,1,1,1,1,1,1,1,1
305,base32.0055-ps1.ps1,0,0,0,0,0,0,0,0,0
306,base32.0020-xlsx-nomagic.xlsx,0,1,1,1,1,1,1,1,1
307,0013-rar.rar,0,1,1,1,1,1,1,1,1
308,base32.0015-docx-password.docx,0,1,1,1,0,1,1,1,1
309,0086-ods.ods,0,0,1,0,0,0,0,0,0
310,0018-ppt-password.ppt,0,0,1,0,1,1,0,0,0
311,base32.0006-jpg.jpg,0,1,1,1,1,1,1,1,1
312,0039-ppt.ppt,0,1,1,1,1,1,1,1,1
313,base32.0088-ps1.ps1,0,1,0,0,0,0,0,0,0
314,base32.COMPRESSION-6.pdf,0,1,1,1,1,1,1,1,1
315,base32.0009-exe.exe,0,1,1,1,1,1,1,1,1
316,base32.0089-bmp.bmp,0,1,1,1,1,1,1,1,1
317,0027-xls.xls,0,0,0,0,0,0,0,0,0
318,0013-js.js,0,1,1,1,1,1,1,1,1
319,base32.0057-txt.txt,0,1,0,1,0,0,0,1,0
320,0019-bin.bin,0,0,0,0,1,0,0,0,0
321,0004-ps1.ps1,0,0,0,0,0,0,0,0,0
322,base32.0041-xls.xls,0,1,0,0,0,0,0,0,0
323,0061-webp-lossless-c6.webp,0,0,1,1,0,0,0,1,0
324,0038-epub.epub,0,1,1,0,1,1,0,0,0
325,0027-ppt-nomagic.ppt,0,1,1,1,1,1,1,1,1
326,0089-jpg-q100.jpg,0,1,1,1,1,1,1,1,1
327,0068-csv.csv,0,1,1,0,1,1,1,0,1
328,base32.0062-7z-lzma2.7z,0,1,1,1,1,1,1,1,1
329,0082-png-c7.png,0,1,1,1,1,1,1,1,1
330,0058-mp4.mp4,0,0,1,0,0,0,0,0,0
331,0076-csv.csv,0,1,0,1,1,1,1,1,1
332,0004-docx.docx,0,1,1,1,1,1,1,1,1
333,0014-7z-lzma.7z,0,0,1,1,1,1,1,1,1
334,0040-jpg-q025.jpg,0,0,0,0,0,0,0,0,0
335,base32.0084-zip-bzip2.zip,0,1,0,1,1,1,1,1,1
336,base32.0054-pptx-nomagic.pptx,0,1,0,0,0,0,0,0,0
337,base32.0032-jpg-q100.jpg,0,1,1,1,1,1,1,1,1
338,0053-zip-ppmd.zip,0,1,1,1,1,1,1,1,1
339,0044-exe.exe,0,1,1,0,1,1,0,0,0
340,base32.0090-ppt.ppt,0,0,0,0,0,0,0,0,0
341,base32.DOCX-NOMAGIC.pdf,0,1,1,1,1,1,1,1,1
342,base32.0063-TIF.TIF,0,1,0,0,1,1,0,0,0
343,0053-docx.docx,0,0,0,0,0,0,0,0,0
344,0017-webp-lossless-c2.webp,0,1,1,0,0,0,0,0,0
345,base32.0044-css.css,0,0,1,0,0,0,0,1,0
346,0019-png-c7.png,0,0,0,0,0,0,0,0,0
347,0099-zlib.zlib,0,1,1,1,1,1,1,1,1
348,0043-png-c7.png,0,0,1,1,0,0,0,1,0
349,base32.0077-zip-bzip2.zip,0,1,1,1,1,1,1,1,1
350,base32.0068-pdf.pdf,0,1,1,1,1,1,1,1,1
351,0070-mp4.mp4,0,1,1,1,1,1,1,1,1
352,base32.0073-xlsx-nomagic.xlsx,0,0,0,0,0,0,0,0,0
353,base32.0048-ppt.ppt,0,1,1,1,1,1,1,1,1
354,base32.0066-png-from-web.png,0,0,0,1,1,1,1,1,1
355,0060-png-c9.png,0,1,1,1,0,0,0,1,0
356,base32.0039-tif-resized.tif,0,1,1,1,1,1,1,1,1
357,base32.0066-bmp-from-web.bmp,0,0,0,0,0,0,0,0,0
358,0007-mp3.mp3,0,1,1,0,0,0,0,0,0
359,0083-png-from-web.png,0,0,1,1,1,1,1,1,0
360,base32.0027-pptx-nomagic.pptx,0,0,0,0,0,0,0,0,0
361,0012-dll.dll,0,1,1,1,1,1,1,1,1
362,base32.0090-docx-password.docx,0,1,1,1,1,1,1,1,1
363,base32.PPTX-PASSWORD.pdf,0,1,1,1,1,1,1,1,1
364,0055-ppt-password.ppt,0,1,1,1,1,1,1,1,1
365,base32.0041-webp-q50-c2.webp,0,1,1,1,1,1,1,1,1
366,base32.0054-xls.xls,0,1,0,0,0,0,0,0,0
367,0068-bmp.bmp,0,1,1,1,1,1,1,1,1
368,0016-mp4.mp4,0,1,1,1,1,1,1,1,1
369,base32.0042-webp-lossless-c0.webp,0,1,1,1,1,1,1,1,1
370,0055-apk.apk,0,0,0,0,1,0,0,0,0
371,base32.0076-xlsx.xlsx,0,1,0,0,0,0,0,0,0
372,0094-png-c0.png,0,0,1,1,0,0,0,1,0
373,base32.0044-zip-highcompress.zip,0,0,0,1,1,1,1,1,1
374,0051-7z-bzip2.7z,0,1,1,1,0,0,1,1,1
375,base32.0062-gz.gz,0,0,1,1,1,1,1,1,1
376,0004-zip-deflate.zip,0,0,1,1,0,0,0,1,0
377,base32.ENCRYPTED.pdf,0,1,0,1,1,1,1,1,1
378,0022-exe.exe,0,1,1,1,1,1,1,1,1
379,base32.0069-jpg-q100.jpg,0,1,1,1,1,1,1,1,1
380,0092-jpg-q025.jpg,0,1,1,0,1,1,0,0,0
381,base32.0003-xml.xml,0,1,1,0,0,0,0,0,0
382,base32.0014-exe.exe,0,1,1,1,1,1,1,1,1
383,0006-mp4-from-web.mp4,0,1,1,1,1,1,1,1,1
384,0031-pptx.pptx,0,0,1,0,0,0,0,0,0
385,0093-pptx.pptx,0,1,1,0,1,1,0,0,0
386,base32.0100-png-c0.png,0,1,1,1,1,1,1,1,1
387,base32.0068-ppt-password.ppt,0,1,1,1,1,1,1,1,1
388,base32.0097-jpg-q025.jpg,0,1,1,0,1,1,0,0,0
389,0071-7z-lzma2.7z,0,1,1,1,1,1,1,1,1
390,base32.0070-txt.txt,0,1,0,0,0,0,0,0,0
391,base32.0040-html.html,0,1,0,0,0,0,0,0,0
392,base32.0010-webp-lossless-c4.webp,0,0,0,1,1,1,1,1,1
393,base32.0088-webp-from-web.webp,0,1,1,0,0,1,1,0,1
394,0007-jpg-q100.jpg,0,1,1,0,0,0,0,0,0
395,base32.0038-7z-bzip2.7z,0,1,1,1,1,1,1,1,1
396,0057-ppt.ppt,0,1,1,1,1,1,1,1,1
397,base32.0085-webp-q50-c6.webp,0,1,1,1,0,0,0,1,0
398,0052-bmp-from-web.bmp,0,1,0,1,0,1,1,1,1
399,0019-7z-lzma.7z,0,1,1,1,1,1,1,1,1
400,0080-7z-lzma.7z,0,1,1,1,1,1,1,1,1
401,0047-zip-deflate.zip,0,1,1,1,0,0,1,1,1
402,base32.0083-png-c0.png,0,1,1,1,1,1,1,1,1
403,base32.0036-mp3.mp3,0,0,0,0,1,1,0,0,0
404,0060-so.so,0,1,0,0,1,1,1,0,1
405,base32.0071-webp-lossless-c0.webp,0,1,1,1,1,1,1,1,1
406,0027-webp-q50-c0.webp,0,1,1,1,1,1,1,1,1
407,base32.0059-webp-lossless-c0.webp,0,0,0,1,1,1,1,1,1
408,base32.0042-mp4.mp4,0,0,0,0,1,1,0,0,0
409,base32.0057-doc.doc,0,0,0,0,0,0,0,0,0
